Schema,Table,Column,Type,Nullable,Default
dbo,t_pembelian_order,no_transaksi,varchar,No,
dbo,t_pembelian_order_detail,no_order,varchar,No,
dbo,t_pembelian_order_detail,kd_barang,varchar,No,
dbo,t_pembelian_order_detail,kd_satuan,char,No,
dbo,t_pembelian_order_detail,jenis,tinyint,No,
dbo,t_pembelian_order_detail,qty,float,No,
dbo,t_pembelian_order_detail,harga_beli,money,No,
dbo,t_pembelian_order_detail,diskon1,float,No,
dbo,t_pembelian_order_detail,diskon2,float,No,
dbo,t_pembelian_order_detail,diskon3,float,No,
dbo,t_pembelian_order_detail,diskon4,float,No,
dbo,t_pembelian_order_spare_part,no_order,varchar,No,
dbo,t_pembelian_order_spare_part,kd_divisi,char,No,
dbo,t_pembelian_order_spare_part,no_pp_order,varchar,No,
dbo,t_pembelian_order_spare_part,kd_supplier,char,No,
dbo,t_pembelian_order_spare_part,tanggal,datetime,No,
dbo,t_pembelian_order_spare_part,tanggal_terima,datetime,No,
dbo,t_pembelian_order_spare_part,status,tinyint,No,
dbo,t_pembelian_order_spare_part,keterangan,varchar,No,
dbo,t_pembelian_order_spare_part,diskon,float,No,
dbo,t_pembelian_order_spare_part,pajak,float,No,
dbo,t_pembelian_order_spare_part,ppnbm,float,No,
dbo,t_pembelian_order_spare_part,kd_user,char,No,
dbo,t_pembelian_order_spare_part,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_pembelian_order_spare_part_detail,no_order,varchar,No,
dbo,t_pembelian_order_spare_part_detail,barang,varchar,No,
dbo,t_pembelian_order_spare_part_detail,qty,float,No,
dbo,t_pembelian_order_spare_part_detail,satuan,varchar,Yes,
dbo,t_pembelian_order_spare_part_detail,harga_beli,money,No,
dbo,t_pembelian_order_spare_part_detail,diskon,float,No,
dbo,t_pembelian_retur,no_retur,varchar,No,
dbo,t_pembelian_retur,kd_divisi,char,No,
dbo,t_pembelian_retur,kd_supplier,char,No,
dbo,t_pembelian_retur,kd_jenis,char,No,
dbo,t_pembelian_retur,kd_kas,char,No,
dbo,t_pembelian_retur,tanggal,datetime,No,
dbo,t_pembelian_retur,no_bukti,varchar,No,
dbo,t_pembelian_retur,diskon1,float,No,
dbo,t_pembelian_retur,diskon2,float,No,
dbo,t_pembelian_retur,diskon3,float,No,
dbo,t_pembelian_retur,diskon4,float,No,
dbo,t_pembelian_retur,pajak,float,No,
dbo,t_pembelian_retur,ppnbm,float,No,
dbo,t_pembelian_retur,keterangan,varchar,No,
dbo,t_pembelian_retur,kd_user,char,No,
dbo,t_pembelian_retur,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_pembelian_retur_detail,no_retur,varchar,No,
dbo,t_pembelian_retur_detail,kd_barang,varchar,No,
dbo,t_pembelian_retur_detail,kd_satuan,char,No,
dbo,t_pembelian_retur_detail,qty,float,No,
dbo,t_pembelian_retur_detail,harga,money,No,
dbo,t_pembelian_retur_detail,diskon1,float,No,
dbo,t_pembelian_retur_detail,diskon2,float,No,
dbo,t_pembelian_retur_detail,diskon3,float,No,
dbo,t_pembelian_retur_detail,diskon4,float,No,
dbo,t_penambahan_kas,no_transaksi,varchar,No,
dbo,t_penambahan_kas,tanggal,datetime,No,
dbo,t_penambahan_kas,kd_kas,char,No,
dbo,t_penambahan_kas,nominal,money,No,
dbo,t_penambahan_kas,keterangan,varchar,No,
dbo,t_penambahan_kas,kd_user,char,No,
dbo,t_pendapatan,no_transaksi,varchar,No,
dbo,t_pendapatan,kd_divisi,char,No,
dbo,t_pendapatan,kd_pendapatan,char,No,
dbo,t_pendapatan,kd_jenis,char,No,
dbo,t_pendapatan,kd_kas,char,No,
dbo,t_pendapatan,tanggal,datetime,No,
dbo,t_pendapatan,nominal,money,No,
dbo,t_pendapatan,no_bukti,varchar,No,
dbo,t_pendapatan,keterangan,varchar,No,
dbo,t_pendapatan,kd_user,char,No,
dbo,t_pendapatan,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_penjualan,no_transaksi,varchar,No,
dbo,t_penjualan,kd_customer,varchar,No,
dbo,t_penjualan,kd_divisi,char,No,
dbo,t_penjualan,kd_jenis,char,No,
dbo,t_penjualan,kd_kas,char,No,
dbo,t_penjualan,kd_voucher,char,No,
dbo,t_penjualan,no_bukti,varchar,No,
dbo,t_penjualan,tanggal,datetime,No,
dbo,t_penjualan,tanggal_jatuh_tempo,datetime,No,
dbo,t_penjualan,status,tinyint,No,
dbo,t_penjualan,diskon1,float,No,
dbo,t_penjualan,diskon2,float,No,
dbo,t_penjualan,diskon3,float,No,
dbo,t_penjualan,diskon4,float,No,
dbo,t_penjualan,diskon_uang,float,No,
dbo,t_penjualan,pajak,float,No,
dbo,t_penjualan,keterangan,varchar,No,
dbo,t_penjualan,kd_user,char,No,
dbo,t_penjualan,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_penjualan,tanggal_setor,datetime,Yes,
dbo,t_penjualan_detail,no_transaksi,varchar,No,
dbo,t_penjualan_detail,kd_barang,varchar,No,
dbo,t_penjualan_detail,kd_satuan,char,No,
dbo,t_penjualan_detail,kd_pegawai,char,No,
dbo,t_penjualan_detail,jenis,tinyint,No,
dbo,t_penjualan_detail,diskon1,float,No,
dbo,t_penjualan_detail,diskon2,float,No,
dbo,t_penjualan_detail,diskon3,float,No,
dbo,t_penjualan_detail,diskon4,float,No,
dbo,t_penjualan_detail,harga_jual,money,No,
dbo,t_penjualan_detail,qty,float,No,
dbo,t_penjualan_detail,point1,float,No,
dbo,t_penjualan_detail,point2,float,No,
dbo,t_penjualan_detail,total,float,Yes,
dbo,t_penjualan_detail_pegawai,no_transaksi,varchar,No,
dbo,t_penjualan_detail_pegawai,kd_pegawai,char,No,
dbo,t_penjualan_jasa,no_transaksi,varchar,No,
dbo,t_penjualan_jasa,kd_customer,varchar,No,
dbo,t_penjualan_jasa,kd_divisi,char,No,
dbo,t_penjualan_jasa,kd_jenis,char,No,
dbo,t_penjualan_jasa,kd_kas,char,No,
dbo,t_penjualan_jasa,kd_voucher,char,No,
dbo,t_penjualan_jasa,no_bukti,varchar,No,
dbo,t_penjualan_jasa,tanggal_pesan,datetime,No,
dbo,t_penjualan_jasa,awal,datetime,No,
dbo,t_penjualan_jasa,akhir,datetime,No,
dbo,t_penjualan_jasa,status,tinyint,No,
dbo,t_penjualan_jasa,diskon,float,No,
dbo,t_penjualan_jasa,pajak,float,No,
dbo,t_penjualan_jasa,services,float,Yes,
dbo,t_penjualan_jasa,other,float,No,
dbo,t_penjualan_jasa,keterangan,varchar,No,
dbo,t_penjualan_jasa,kd_user,char,No,
dbo,t_penjualan_jasa,tanggal_server,datetime,Yes,
dbo,t_penjualan_jasa_detail,no_transaksi,varchar,No,
dbo,t_penjualan_jasa_detail,kd_pegawai,char,No,
dbo,t_penjualan_jasa_detail,kd_jasa,char,No,
dbo,t_penjualan_jasa_detail,qty,float,No,
dbo,t_penjualan_jasa_detail,harga,float,No,
dbo,t_penjualan_jasa_detail,diskon,money,No,
dbo,t_penjualan_koin,ket,varchar,No,
dbo,t_penjualan_koin,nominal,money,No,
dbo,t_penjualan_koin,qty,float,No,
dbo,t_penjualan_nota_kosong,no_transaksi,varchar,No,
dbo,t_penjualan_nota_kosong,keterangan,varchar,No,
dbo,t_penjualan_nota_kosong,kd_user,char,No,
dbo,t_penjualan_nota_kosong,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_penjualan_order,no_order,varchar,No,
dbo,t_penjualan_order,kd_customer,varchar,No,
dbo,t_penjualan_order,kd_divisi,char,No,
dbo,t_penjualan_order,kd_jenis,char,No,
dbo,t_penjualan_order,kd_kas,char,No,
dbo,t_penjualan_order,kd_voucher,char,No,
dbo,t_penjualan_order,no_bukti,varchar,No,
dbo,t_penjualan_order,tanggal,datetime,No,
dbo,t_penjualan_order,tanggal_terima,datetime,No,
dbo,t_penjualan_order,status,tinyint,No,
dbo,t_penjualan_order,diskon1,float,No,
dbo,t_penjualan_order,diskon2,float,No,
dbo,t_penjualan_order,diskon3,float,No,
dbo,t_penjualan_order,diskon4,float,No,
dbo,t_penjualan_order,diskon_uang,float,No,
dbo,t_penjualan_order,pajak,float,No,
dbo,t_penjualan_order,keterangan,varchar,No,
dbo,t_penjualan_order,jaminan,money,No,
dbo,t_penjualan_order,kd_user,char,No,
dbo,t_penjualan_order,tanggal_server,datetime,Yes,
dbo,t_penjualan_order,no_transaksi,varchar,Yes,
dbo,t_penjualan_order_detail,no_order,varchar,No,
dbo,t_penjualan_order_detail,kd_barang,varchar,No,
dbo,t_penjualan_order_detail,kd_satuan,char,No,
dbo,t_penjualan_order_detail,kd_pegawai,char,No,
dbo,t_penjualan_order_detail,jenis,tinyint,No,
dbo,t_penjualan_order_detail,diskon1,float,No,
dbo,t_penjualan_order_detail,diskon2,float,No,
dbo,t_penjualan_order_detail,diskon3,float,No,
dbo,t_penjualan_order_detail,diskon4,float,No,
dbo,t_penjualan_order_detail,harga_jual,money,No,
dbo,t_penjualan_order_detail,qty,float,No,
dbo,t_penjualan_point,no_transaksi,varchar,No,
dbo,t_penjualan_point,kd_pegawai,char,No,
dbo,t_penjualan_point,tanggal,datetime,No,
dbo,t_penjualan_point,jenis,tinyint,No,
dbo,t_penjualan_point,awal,datetime,No,
dbo,t_penjualan_point,akhir,datetime,No,
dbo,t_penjualan_point,qty,float,No,
dbo,t_penjualan_point,nominal,money,No,
dbo,t_penjualan_point,lantai,tinyint,No,
dbo,t_penjualan_point,divisi,char,No,
dbo,t_penjualan_point,kd_user,char,No,
dbo,t_penjualan_point,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_penjualan_retur,no_retur,varchar,No,
dbo,t_penjualan_retur,kd_divisi,char,No,
dbo,t_penjualan_retur,kd_customer,varchar,No,
dbo,t_penjualan_retur,kd_jenis,char,No,
dbo,t_penjualan_retur,kd_kas,char,No,
dbo,t_penjualan_retur,tanggal,datetime,No,
dbo,t_penjualan_retur,no_bukti,varchar,No,
dbo,t_penjualan_retur,diskon1,float,No,
dbo,t_penjualan_retur,diskon2,float,No,
dbo,t_penjualan_retur,diskon3,float,No,
dbo,t_penjualan_retur,diskon4,float,No,
dbo,t_penjualan_retur,pajak,float,No,
dbo,t_penjualan_retur,keterangan,varchar,No,
dbo,t_penjualan_retur,kd_user,char,No,
dbo,t_penjualan_retur,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_penjualan_retur_detail,no_retur,varchar,No,
dbo,t_penjualan_retur_detail,kd_barang,varchar,No,
dbo,t_penjualan_retur_detail,kd_satuan,char,No,
dbo,t_penjualan_retur_detail,kd_pegawai,char,No,
dbo,t_penjualan_retur_detail,harga_jual,money,No,
dbo,t_penjualan_retur_detail,qty,float,No,
dbo,t_penjualan_retur_detail,diskon1,float,No,
dbo,t_penjualan_retur_detail,diskon2,float,No,
dbo,t_penjualan_retur_detail,diskon3,float,No,
dbo,t_penjualan_retur_detail,diskon4,float,No,
dbo,t_penjualan_selected,no_transaksi,varchar,No,
dbo,t_penjualan_selected,tanggal,datetime,No,
dbo,t_penjualan_selected,total,money,No,
dbo,t_penjualan_total,no_transaksi,varchar,No,
dbo,t_penjualan_total,total,money,No,
dbo,t_piutang_cicilan,no_cicilan,varchar,No,
dbo,t_piutang_cicilan,no_transaksi,varchar,No,
dbo,t_piutang_cicilan,kd_jenis,char,No,
dbo,t_piutang_cicilan,kd_pegawai,char,No,
dbo,t_piutang_cicilan,kd_kas,char,Yes,
dbo,t_piutang_cicilan,nominal,money,No,
dbo,t_piutang_cicilan,other,float,Yes,
dbo,t_piutang_cicilan,tanggal,datetime,No,
dbo,t_piutang_cicilan,no_bukti,varchar,No,
dbo,t_piutang_cicilan,keterangan,varchar,No,
dbo,t_piutang_cicilan,kd_user,char,No,
dbo,t_piutang_cicilan,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_piutang_jasa_cicilan,no_cicilan,varchar,No,
dbo,t_piutang_jasa_cicilan,no_transaksi,varchar,No,
dbo,t_piutang_jasa_cicilan,kd_jenis,char,No,
dbo,t_piutang_jasa_cicilan,kd_pegawai,char,No,
dbo,t_piutang_jasa_cicilan,kd_kas,char,No,
dbo,t_piutang_jasa_cicilan,nominal,money,No,
dbo,t_piutang_jasa_cicilan,other,float,No,
dbo,t_piutang_jasa_cicilan,tanggal,datetime,No,
dbo,t_piutang_jasa_cicilan,no_bukti,varchar,No,
dbo,t_piutang_jasa_cicilan,keterangan,varchar,No,
dbo,t_piutang_jasa_cicilan,kd_user,char,No,
dbo,t_piutang_jasa_cicilan,tanggal_server,datetime,Yes,
dbo,t_prive,no_transaksi,varchar,No,
dbo,t_prive,tanggal,datetime,No,
dbo,t_prive,kd_kas,char,No,
dbo,t_prive,nominal,money,No,
dbo,t_prive,keterangan,varchar,No,
dbo,t_prive,kd_user,char,No,
dbo,t_sewa,no_transaksi,varchar,No,
dbo,t_sewa,tanggal,datetime,No,
dbo,t_sewa,kd_customer,char,No,
dbo,t_sewa,awal,datetime,No,
dbo,t_sewa,akhir,datetime,No,
dbo,t_sewa,harga,float,No,
dbo,t_sewa,diskon1,float,No,
dbo,t_sewa,diskon2,float,No,
dbo,t_sewa,diskon3,float,No,
dbo,t_sewa,diskon4,float,No,
dbo,t_sewa,status,tinyint,No,
dbo,t_sewa,jenis,tinyint,No,
dbo,t_sewa,kd_item,char,No,
dbo,t_surat_berharga,no_surat_berharga,varchar,No,
dbo,t_surat_berharga,kd_bank,char,No,
dbo,t_surat_berharga,kd_jenis,char,No,
dbo,t_surat_berharga,kd_pihak_lain,varchar,No,
dbo,t_surat_berharga,nominal,money,No,
dbo,t_surat_berharga,tanggal_terima,datetime,No,
dbo,t_surat_berharga,tanggal_jatuh_tempo,datetime,No,
dbo,t_surat_berharga,tanggal_setor,datetime,Yes,
dbo,t_surat_berharga,tanggal_cair,datetime,Yes,
dbo,t_surat_berharga,kd_kas_setor,char,Yes,
dbo,t_surat_berharga,status_asal,tinyint,No,
dbo,t_surat_berharga,status_blong,tinyint,No,
dbo,t_surat_berharga,keterangan,varchar,No,
dbo,t_surat_berharga,kd_user,char,No,
dbo,t_surat_berharga,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_tagihan,no_tagihan,varchar,No,
dbo,t_tagihan,kd_pegawai,char,No,
dbo,t_tagihan,keluar,datetime,No,
dbo,t_tagihan,kembali,datetime,No,
dbo,t_tagihan,kd_user,char,Yes,
dbo,t_tagihan,tanggal_server,datetime,Yes,create default [DEF_TANGGAL_SERVER] as GETDATE()
dbo,t_tagihan_detail,no_tagihan,varchar,No,
dbo,t_tagihan_detail,no_transaksi,varchar,No,
dbo,t_tagihan_detail,status,tinyint,No,
dbo,t_tagihan_detail,keterangan,varchar,No,
dbo,t_tagihan_detail,kembali,datetime,Yes,
dbo,t_transaksi_barang,no_transaksi,varchar,No,
dbo,t_transaksi_barang,kd_divisi,char,No,
dbo,t_transaksi_barang,tanggal,datetime,No,
dbo,t_transaksi_barang,keterangan,varchar,No,
dbo,t_transaksi_barang,no_nota,varchar,No,
dbo,t_transaksi_barang,penerima,varchar,No,
dbo,t_transaksi_barang,gudang,varchar,No,
dbo,t_transaksi_barang,kd_user,char,No,
dbo,t_transaksi_barang,jenis,tinyint,No,
dbo,t_transaksi_barang_detail,no_transaksi,varchar,No,
dbo,t_transaksi_barang_detail,kd_barang,varchar,No,
dbo,t_transaksi_barang_detail,kd_satuan,char,No,
dbo,t_transaksi_barang_detail,qty,float,No,
dbo,t_warning,no_transaksi,varchar,No,
dbo,t_warning,tanggal,datetime,No,
dbo,t_warning,awal_pesan,datetime,No,
dbo,t_warning,akhir_pesan,datetime,No,
dbo,t_warning,berakhir,datetime,No,
dbo,t_warning,subjek,varchar,No,
dbo,t_warning,keterangan,varchar,No,
dbo,t_warning,status,tinyint,No,
dbo,t_warning,kd_user,char,No,
dbo,tbl_log,id,int,No,
dbo,tbl_log,waktu,datetime,Yes,(getdate())
dbo,tbl_log,aksi,varchar,Yes,
dbo,tbl_log,divisi_id,char,Yes,
dbo,tbl_log,formatted_data,varchar,Yes,
dbo,tbl_log,table_aksi,varchar,Yes,
dbo,tbl_log_transaksi,id,int,No,
dbo,tbl_log_transaksi,waktu,datetime,Yes,(getdate())
dbo,tbl_log_transaksi,aksi,varchar,Yes,
dbo,tbl_log_transaksi,divisi_id,char,Yes,
dbo,tbl_log_transaksi,formatted_data,varchar,Yes,
dbo,tbl_log_transaksi,table_aksi,varchar,Yes,
dbo,tbl_tmp_get,id,int,No,
dbo,tbl_tmp_get,tanggal,datetime,Yes,(getdate())
dbo,tbl_tmp_get,query,varchar,Yes,
dbo,tbl_tmp_get,divisi_id,char,Yes,
dbo,tbl_tmp_get,formatted_data,varchar,Yes,
dbo,tbl_tmp_get,table_aksi,varchar,Yes,
dbo,tbl_tmp_post,id,int,No,
dbo,tbl_tmp_post,waktu,datetime,Yes,(getdate())
dbo,tbl_tmp_post,query,varchar,Yes,
dbo,tbl_tmp_post,divisi_id,char,Yes,
dbo,tbl_tmp_post,status,varchar,Yes,('waiting')
dbo,tbl_tmp_post,formatted_data,varchar,Yes,
dbo,tbl_tmp_post,table_aksi,varchar,Yes,
dbo,tbl_utc,utc,varchar,Yes,
dbo,tbl_waktu_get,waktu,datetime,Yes,
dbo,tem_tab,record,varchar,Yes,
dbo,x_penjualan,no_transaksi,varchar,No,
dbo,x_penjualan,kd_customer,varchar,No,
dbo,x_penjualan,kd_divisi,char,No,
dbo,x_penjualan,kd_jenis,char,No,
dbo,x_penjualan,kd_kas,char,No,
dbo,x_penjualan,kd_voucher,char,No,
dbo,x_penjualan,no_bukti,varchar,No,
dbo,x_penjualan,tanggal,datetime,No,
dbo,x_penjualan,tanggal_jatuh_tempo,datetime,No,
dbo,x_penjualan,status,tinyint,No,
dbo,x_penjualan,diskon1,float,No,
dbo,x_penjualan,diskon2,float,No,
dbo,x_penjualan,diskon3,float,No,
dbo,x_penjualan,diskon4,float,No,
dbo,x_penjualan,diskon_uang,float,No,
dbo,x_penjualan,pajak,float,No,
dbo,x_penjualan,keterangan,varchar,No,
dbo,x_penjualan,kd_user,char,No,
dbo,x_penjualan,tanggal_server,datetime,Yes,
dbo,x_penjualan,tanggal_setor,datetime,Yes,
dbo,x_penjualan_detail,no_transaksi,varchar,No,
dbo,x_penjualan_detail,kd_barang,varchar,No,
dbo,x_penjualan_detail,kd_satuan,char,No,
dbo,x_penjualan_detail,kd_pegawai,char,No,
dbo,x_penjualan_detail,jenis,tinyint,No,
dbo,x_penjualan_detail,diskon1,float,No,
dbo,x_penjualan_detail,diskon2,float,No,
dbo,x_penjualan_detail,diskon3,float,No,
dbo,x_penjualan_detail,diskon4,float,No,
dbo,x_penjualan_detail,harga_jual,money,No,
dbo,x_penjualan_detail,qty,float,No,
dbo,x_penjualan_detail,point1,float,No,
dbo,x_penjualan_detail,point2,float,No,
dbo,x_penjualan_detail,total,float,Yes,
dbo,x_penjualan_log_warning,no_transaksi,varchar,No,
dbo,x_penjualan_log_warning,tanggal,datetime,No,
dbo,x_penjualan_log_warning,jenis,varchar,No,
dbo,x_penjualan_log_warning,kd_barang,varchar,No,
dbo,x_penjualan_log_warning,qty,float,No,
dbo,x_penjualan_log_warning,kd_user,char,No,
